storey_range,floor_area_sqm,no.of bto,resale application,remaining_lease_months,Distance to nearest MRT,Distance to CBD,isMatureEstate,over_under_classification
5,103.0,7314,26436.0,823,100.4198777,18598.92979,0,0
8,103.0,7314,26436.0,824,184.6001491,18610.84452,0,0
2,92.0,7314,26436.0,763,709.4176662,18522.45521,0,0
5,103.0,7314,26436.0,864,266.7440635,18265.55809,0,1
8,103.0,7314,26436.0,771,760.9913805,17934.01942,0,1
8,100.0,7314,26436.0,909,584.6588732,17946.72663,0,1
5,84.0,7314,26436.0,899,658.940601,17880.12594,0,0
2,104.0,7314,26436.0,874,926.5875552,18779.31989,0,1
11,84.0,7314,26436.0,864,709.3708931,18411.24312,0,1
8,106.0,7314,26436.0,897,666.3448084,18432.25656,0,0
23,117.0,7314,26436.0,652,1005.157066,19247.78893,0,0
11,129.0,7314,26436.0,771,862.078774,18829.54517,0,0
2,121.0,7314,26436.0,916,945.9140532,18933.80504,0,0
5,121.0,7314,26436.0,911,574.887395,18735.60351,0,1
11,126.0,7314,26436.0,897,692.2332005,18984.59228,0,0
11,123.0,7314,26436.0,916,912.2017016,18935.26237,0,0
8,121.0,7314,26436.0,911,663.4348204,18687.48706,0,0
8,112.0,7314,26436.0,1126,869.0764895,18897.4617,0,0
5,112.0,7314,26436.0,1125,782.926439,18834.30261,0,0
8,124.0,7314,26436.0,948,483.7325869,17811.035,0,1
8,128.0,7314,26436.0,930,296.3537653,17907.37672,0,1
2,115.0,7314,26436.0,946,144.4161353,17159.90615,0,1
2,110.0,7314,26436.0,950,588.4301841,17395.61682,0,0
2,120.0,7314,26436.0,945,144.4161353,17159.90615,0,0
11,121.0,7314,26436.0,912,578.3856792,18711.68697,0,1
5,120.0,7314,26436.0,916,752.4122506,18909.22727,0,1
11,121.0,7314,26436.0,915,752.4122506,18909.22727,0,1
8,121.0,7314,26436.0,941,333.425619,17958.05889,0,1
5,110.0,7314,26436.0,950,183.9287402,18089.94012,0,1
11,110.0,7314,26436.0,950,298.9663094,18079.99331,0,0
5,119.0,7314,26436.0,942,400.6004485,18128.2787,0,0
5,114.0,7314,26436.0,978,542.8491493,18175.93926,0,0
5,115.0,7314,26436.0,977,633.8567687,18207.24419,0,1
11,114.0,7314,26436.0,977,613.9348139,18118.05228,0,1
5,110.0,7314,26436.0,990,954.5456166,18311.91193,0,1
11,120.0,7314,26436.0,934,493.2340101,17680.70716,0,1
8,137.0,7314,26436.0,868,282.661209,18454.97354,0,0
11,137.0,7314,26436.0,868,282.661209,18454.97354,0,0
5,121.0,7314,26436.0,766,118.7738387,18596.88312,0,1
5,126.0,7314,26436.0,765,118.7738387,18596.88312,0,0
8,126.0,7314,26436.0,891,271.049439,18363.93683,0,0
8,124.0,7314,26436.0,891,610.7451058,18910.1121,0,0
5,121.0,7314,26436.0,826,357.4876247,18410.89656,0,1
5,127.0,7314,26436.0,894,668.2441438,18405.68723,0,1
5,164.0,7314,26436.0,670,1016.685266,19480.99539,0,0
5,177.0,7314,26436.0,885,791.6929224,18049.8893,0,0
11,192.0,7314,26436.0,869,408.4064275,18104.45387,0,1
5,147.0,7314,26436.0,931,251.5644689,17973.60917,0,0
11,145.0,7314,26436.0,935,442.8396127,17534.41211,0,0
11,131.0,7314,26436.0,958,303.8561042,17109.92411,0,1
2,131.0,7314,26436.0,957,487.5642059,17214.56259,0,1
8,140.0,7314,26436.0,900,229.256284,18196.44059,0,1
5,143.0,7314,26436.0,914,409.2634534,18418.48248,0,1
11,142.0,7314,26436.0,936,453.6462985,17712.77279,0,1
2,141.0,7314,26436.0,918,462.9851373,17797.24379,0,1
5,142.0,7314,26436.0,936,394.4844983,17774.33362,0,1
5,177.0,7314,26436.0,888,464.5487095,18173.48425,0,0
11,162.0,7314,26436.0,885,284.4164166,18416.33755,0,0
2,192.0,7314,26436.0,869,665.628945,18848.73684,0,0
5,176.0,7314,26436.0,868,665.628945,18848.73684,0,1
2,177.0,7314,26436.0,883,795.3966775,18666.73868,0,1
5,161.0,7314,26436.0,885,740.4704795,18566.49283,0,1
5,189.0,7314,26436.0,872,565.2519315,18478.58814,0,0
11,189.0,7314,26436.0,871,597.7846196,18518.96389,0,1
5,67.0,7314,26436.0,1104,729.1362174,15861.76729,0,1
8,67.0,7314,26436.0,1103,729.1362174,15861.76729,0,1
2,67.0,7314,26436.0,1132,1716.756293,15372.70102,0,0
8,67.0,7314,26436.0,1131,1654.999409,15372.33293,0,0
5,68.0,7314,26436.0,752,822.9186306,16088.94238,0,1
2,67.0,7314,26436.0,762,437.8231808,16188.71185,0,1
2,68.0,7314,26436.0,749,681.384133,16180.1103,0,0
8,68.0,7314,26436.0,748,708.1750341,16261.55186,0,0
11,68.0,7314,26436.0,753,813.0841898,16208.27576,0,1
2,82.0,7314,26436.0,748,708.1750341,16261.55186,0,0
2,68.0,7314,26436.0,751,817.4275924,16129.20553,0,1
8,67.0,7314,26436.0,1128,959.9039014,16513.82097,0,1
5,74.0,7314,26436.0,797,728.6429576,16027.85217,0,1
2,68.0,7314,26436.0,756,544.226273,16452.64041,0,1
2,74.0,7314,26436.0,808,1411.465653,15702.54026,0,1
8,68.0,7314,26436.0,1133,1097.889422,16158.66439,0,1
2,65.0,7314,26436.0,788,135.9686704,14765.29081,0,0
8,74.0,7314,26436.0,797,431.0688746,14705.00523,0,1
5,68.0,7314,26436.0,756,477.6398011,16447.04646,0,1
11,74.0,7314,26436.0,811,1133.883807,16046.74538,0,0
11,68.0,7314,26436.0,756,477.6398011,16447.04646,0,0
11,74.0,7314,26436.0,811,1133.883807,16046.74538,0,1
5,68.0,7314,26436.0,760,733.0683803,16555.28103,0,1
8,68.0,7314,26436.0,1132,1097.889422,16158.66439,0,1
11,67.0,7314,26436.0,760,711.715762,16711.67687,0,1
11,67.0,7314,26436.0,763,330.7364902,16358.6754,0,0
5,67.0,7314,26436.0,760,711.715762,16711.67687,0,1
5,67.0,7314,26436.0,759,767.7476333,16762.045,0,0
2,67.0,7314,26436.0,759,590.6018267,16665.1479,0,1
2,74.0,7314,26436.0,761,609.0251778,16651.69235,0,1
2,67.0,7314,26436.0,768,292.1540517,16261.66325,0,0
2,67.0,7314,26436.0,770,339.6845125,16298.36185,0,1
11,68.0,7314,26436.0,768,380.825551,16488.53974,0,1
2,68.0,7314,26436.0,762,349.7995528,16449.2862,0,0
11,74.0,7314,26436.0,796,1041.677264,16982.01453,0,0
2,67.0,7314,26436.0,1131,1095.554886,16275.82234,0,1
2,67.0,7314,26436.0,1131,1322.584934,16391.43704,0,1
5,67.0,7314,26436.0,1131,1187.492441,16345.3487,0,1
14,67.0,7314,26436.0,1103,1313.474751,15069.91003,0,0
8,68.0,7314,26436.0,1135,1207.456027,14782.15866,0,0
2,68.0,7314,26436.0,1135,1327.998682,14899.28231,0,0
2,68.0,7314,26436.0,1134,1346.940134,14942.53578,0,0
5,64.0,7314,26436.0,792,694.9195842,15956.38609,0,0
5,64.0,7314,26436.0,789,548.9385386,15807.03769,0,1
5,92.0,7314,26436.0,1128,1512.299411,14920.13855,0,0
8,92.0,7314,26436.0,1128,1464.731557,14965.82846,0,0
11,92.0,7314,26436.0,1133,1750.823128,15169.54547,0,1
2,92.0,7314,26436.0,1104,812.2850907,15847.88144,0,1
11,92.0,7314,26436.0,1123,1556.109696,15361.22619,0,0
8,92.0,7314,26436.0,1122,1585.901243,15246.63229,0,1
8,92.0,7314,26436.0,1122,1585.901243,15246.63229,0,1
2,92.0,7314,26436.0,1103,729.1362174,15861.76729,0,1
8,92.0,7314,26436.0,1131,1716.756293,15372.70102,0,0
8,92.0,7314,26436.0,1103,848.205553,15869.07394,0,0
5,103.0,7314,26436.0,804,959.2058266,15968.03634,0,1
8,92.0,7314,26436.0,1090,1324.519775,15409.97647,0,0
2,96.0,7314,26436.0,1091,1274.577538,15380.47121,0,0
8,104.0,7314,26436.0,857,1385.029209,15433.59265,0,0
2,92.0,7314,26436.0,1090,1272.198576,15447.02862,0,0
5,92.0,7314,26436.0,1131,1750.823128,15169.54547,0,1
8,92.0,7314,26436.0,1131,1812.043788,15243.73449,0,0
2,104.0,7314,26436.0,768,537.1939534,15647.05458,0,1
5,84.0,7314,26436.0,768,662.419429,15584.53467,0,1
11,84.0,7314,26436.0,792,883.2986061,15243.19869,0,0
11,93.0,7314,26436.0,762,326.1671136,16266.85744,0,1
11,84.0,7314,26436.0,804,1639.439096,15202.48132,0,0
2,84.0,7314,26436.0,804,1639.439096,15202.48132,0,1
14,92.0,7314,26436.0,1130,1027.063316,16602.12506,0,0
11,92.0,7314,26436.0,1130,936.151884,16460.21553,0,0
5,92.0,7314,26436.0,1130,978.1934572,16401.13328,0,1
14,92.0,7314,26436.0,1128,1017.861378,16461.504,0,0
8,84.0,7314,26436.0,764,1001.913175,16760.73689,0,0
8,92.0,7314,26436.0,1128,883.2170268,16408.6347,0,1
5,104.0,7314,26436.0,768,997.6292977,16699.24215,0,0
2,92.0,7314,26436.0,1128,959.9039014,16513.82097,0,0
2,105.0,7314,26436.0,797,728.6429576,16027.85217,0,0
8,103.0,7314,26436.0,775,751.7427385,16671.77788,0,1
11,85.0,7314,26436.0,795,254.0771516,15002.99787,0,1
5,105.0,7314,26436.0,798,283.6803649,14968.00307,0,1
2,105.0,7314,26436.0,882,700.8438401,16420.78746,0,1
5,84.0,7314,26436.0,767,830.9888583,16633.95984,0,1
2,96.0,7314,26436.0,763,526.614584,16406.44368,0,0
2,88.0,7314,26436.0,761,896.8847862,16671.36758,0,1
8,84.0,7314,26436.0,788,737.3489418,16327.88055,0,1
5,83.0,7314,26436.0,787,289.8289329,15020.48952,0,1
11,104.0,7314,26436.0,804,499.8385568,14713.22791,0,0
5,105.0,7314,26436.0,728,887.6719551,16570.15925,0,0
8,96.0,7314,26436.0,760,579.6388791,16384.19023,0,1
8,93.0,7314,26436.0,756,509.2072395,16361.32053,0,1
14,104.0,7314,26436.0,801,648.9871732,16294.53714,0,1
11,84.0,7314,26436.0,788,688.2291539,16330.60708,0,1
2,83.0,7314,26436.0,786,299.6826298,14898.16292,0,0
5,105.0,7314,26436.0,809,1207.406185,15664.11277,0,0
5,103.0,7314,26436.0,795,773.3513872,16975.84561,0,0
8,93.0,7314,26436.0,768,407.6219189,16398.38961,0,0
11,105.0,7314,26436.0,761,609.0251778,16651.69235,0,1
5,91.0,7314,26436.0,952,660.1395808,16802.26671,0,0
2,93.0,7314,26436.0,760,280.4996456,16331.15227,0,0
2,93.0,7314,26436.0,768,477.0097125,16318.70875,0,1
5,92.0,7314,26436.0,760,265.3979034,16358.93846,0,0
5,93.0,7314,26436.0,771,602.5696169,16736.99742,0,1
11,93.0,7314,26436.0,772,549.3450876,16689.05257,0,1
8,93.0,7314,26436.0,770,648.3730681,16754.13395,0,0
5,84.0,7314,26436.0,768,1000.6669,17110.1973,0,0
11,84.0,7314,26436.0,765,947.3933003,17138.31498,0,0
2,84.0,7314,26436.0,768,840.1937714,16807.88161,0,0
2,90.0,7314,26436.0,768,1000.6669,17110.1973,0,0
14,92.0,7314,26436.0,1130,1144.637944,16345.07152,0,1
2,93.0,7314,26436.0,1104,1436.984274,15068.10158,0,0
2,93.0,7314,26436.0,1134,1200.016175,14849.07822,0,0
2,92.0,7314,26436.0,1134,1268.419323,14945.91155,0,0
14,93.0,7314,26436.0,1135,1346.940134,14942.53578,0,0
2,93.0,7314,26436.0,1134,1261.727243,14901.2314,0,0
5,92.0,7314,26436.0,1134,1237.982195,14817.87275,0,0
8,83.0,7314,26436.0,787,746.0033429,15371.10344,0,1
5,84.0,7314,26436.0,768,579.80987,15896.32226,0,1
2,91.0,7314,26436.0,752,266.0147855,15924.00937,0,0
2,91.0,7314,26436.0,753,138.2523319,16044.78849,0,1
5,93.0,7314,26436.0,755,449.1416962,16087.54997,0,1
2,104.0,7314,26436.0,796,255.9711146,14602.7308,0,0
2,103.0,7314,26436.0,804,483.9353325,14375.59601,0,1
2,104.0,7314,26436.0,800,540.3939964,14425.05126,0,0
5,84.0,7314,26436.0,792,477.2292888,14491.90946,0,0
11,84.0,7314,26436.0,800,678.6725137,14410.40096,0,0
8,112.0,7314,26436.0,1128,1611.175862,14973.30144,0,0
14,112.0,7314,26436.0,1128,1579.478742,14940.98098,0,1
2,112.0,7314,26436.0,1128,1579.478742,14940.98098,0,0
2,112.0,7314,26436.0,1128,1611.175862,14973.30144,0,0
8,112.0,7314,26436.0,1128,1492.345277,14998.09313,0,0
14,112.0,7314,26436.0,1124,1581.543779,15295.69533,0,1
5,112.0,7314,26436.0,1103,921.2833132,15802.90431,0,1
14,112.0,7314,26436.0,1103,812.2850907,15847.88144,0,1
14,112.0,7314,26436.0,1122,1581.543779,15295.69533,0,1
2,122.0,7314,26436.0,802,616.8042022,14819.12884,0,1
11,121.0,7314,26436.0,795,675.7051326,17067.4614,0,0
14,112.0,7314,26436.0,1130,1078.832659,16637.33367,0,1
8,112.0,7314,26436.0,1130,1092.179355,16542.70768,0,0
11,112.0,7314,26436.0,1128,1092.179355,16542.70768,0,0
8,112.0,7314,26436.0,1128,883.2170268,16408.6347,0,1
5,122.0,7314,26436.0,798,523.7730241,16170.12535,0,1
5,113.0,7314,26436.0,1133,1060.434777,16199.28466,0,1
5,123.0,7314,26436.0,858,1368.105518,15568.5827,0,1
2,121.0,7314,26436.0,785,262.4453444,15106.35788,0,1
11,113.0,7314,26436.0,1133,1043.228869,16124.86645,0,1
2,122.0,7314,26436.0,804,948.4488247,16190.41716,0,1
11,127.0,7314,26436.0,803,1210.848868,16025.38612,0,1
8,113.0,7314,26436.0,1132,1060.434777,16199.28466,0,1
5,121.0,7314,26436.0,804,1125.91943,16085.0908,0,1
2,123.0,7314,26436.0,857,1399.154199,15629.18563,0,1
2,121.0,7314,26436.0,784,262.4453444,15106.35788,0,0
2,121.0,7314,26436.0,763,386.0063708,16534.3546,0,0
2,121.0,7314,26436.0,762,282.7850426,16431.95067,0,1
5,121.0,7314,26436.0,761,312.7298756,16397.14194,0,0
8,126.0,7314,26436.0,763,374.715206,16384.03158,0,0
5,126.0,7314,26436.0,765,561.4093876,16639.65578,0,0
8,112.0,7314,26436.0,1132,1094.932732,16408.6206,0,1
2,112.0,7314,26436.0,1131,1049.880625,16338.33353,0,0
5,112.0,7314,26436.0,1130,1094.932732,16408.6206,0,0
8,112.0,7314,26436.0,1130,1238.85824,16407.5463,0,1
14,113.0,7314,26436.0,1135,1200.016175,14849.07822,0,1
8,112.0,7314,26436.0,1134,1207.456027,14782.15866,0,0
5,113.0,7314,26436.0,1134,1346.940134,14942.53578,0,0
11,121.0,7314,26436.0,792,746.4044137,15077.0011,0,1
5,121.0,7314,26436.0,789,308.4014488,14831.86348,0,0
8,131.0,7314,26436.0,795,910.9565951,15905.36806,0,1
8,122.0,7314,26436.0,786,476.5842009,15783.99942,0,0
5,122.0,7314,26436.0,796,255.9711146,14602.7308,0,1
5,146.0,7314,26436.0,795,352.8554616,15193.53338,0,0
5,146.0,7314,26436.0,801,1365.944822,16072.0427,0,1
5,68.0,7314,26436.0,712,875.249138,8609.952021,1,0
23,70.0,7314,26436.0,1092,787.7449316,8913.131389,1,0
8,82.0,7314,26436.0,712,979.2855485,8525.184327,1,0
5,73.0,7314,26436.0,667,538.2830543,8948.731521,1,1
2,67.0,7314,26436.0,669,757.716383,9111.64125,1,0
8,82.0,7314,26436.0,711,845.4565,8645.3295,1,1
2,68.0,7314,26436.0,711,875.249138,8609.952021,1,1
5,82.0,7314,26436.0,694,1246.512267,8673.882621,1,0
5,67.0,7314,26436.0,694,1246.512267,8673.882621,1,1
11,67.0,7314,26436.0,692,1112.620643,8526.123933,1,0
11,74.0,7314,26436.0,700,1058.136942,9207.236671,1,0
2,82.0,7314,26436.0,700,929.1632787,9690.54386,1,0
2,68.0,7314,26436.0,712,806.1788596,9928.933089,1,0
11,89.0,7314,26436.0,695,834.4101628,8936.749404,1,0
5,68.0,7314,26436.0,701,998.7814754,9178.47876,1,0
14,67.0,7314,26436.0,694,1116.141729,8692.192895,1,0
11,67.0,7314,26436.0,687,488.9042806,9252.899406,1,0
5,67.0,7314,26436.0,755,950.8793796,9044.703006,1,1
8,82.0,7314,26436.0,711,884.1272296,10079.44561,1,0
5,67.0,7314,26436.0,693,1069.37378,8782.238322,1,0
2,67.0,7314,26436.0,694,1069.37378,8782.238322,1,0
11,67.0,7314,26436.0,687,668.9862706,9052.088072,1,1
8,82.0,7314,26436.0,699,926.0495518,9576.036562,1,1
11,73.0,7314,26436.0,675,368.6394309,9112.290005,1,1
5,68.0,7314,26436.0,760,1095.781207,9510.956104,1,0
5,67.0,7314,26436.0,654,662.5433638,9299.644138,1,1
5,81.0,7314,26436.0,692,320.8037547,9504.291487,1,1
11,67.0,7314,26436.0,691,592.4845968,9497.827449,1,1
2,82.0,7314,26436.0,708,291.7030889,9978.428173,1,0
5,67.0,7314,26436.0,720,537.0738162,10665.45376,1,1
11,67.0,7314,26436.0,682,166.8259542,9696.234644,1,0
5,68.0,7314,26436.0,708,653.7602341,10726.38379,1,1
8,60.0,7314,26436.0,771,357.4629339,10132.14377,1,0
11,68.0,7314,26436.0,715,649.813451,10420.76031,1,1
2,68.0,7314,26436.0,707,543.6108254,9858.222973,1,0
5,68.0,7314,26436.0,711,636.9827852,10284.07957,1,1
11,89.0,7314,26436.0,710,292.3879201,10552.25279,1,0
5,67.0,7314,26436.0,708,524.240054,9791.050857,1,1
8,68.0,7314,26436.0,708,418.6173248,10886.2499,1,0
5,98.0,7314,26436.0,668,497.3281703,8999.694943,1,1
5,88.0,7314,26436.0,1092,687.1853187,9015.122154,1,0
8,92.0,7314,26436.0,695,843.7154048,8771.158472,1,0
11,92.0,7314,26436.0,698,949.9437518,8995.358515,1,0
5,92.0,7314,26436.0,695,843.7154048,8771.158472,1,1
5,92.0,7314,26436.0,693,1212.901669,8759.457346,1,0
2,98.0,7314,26436.0,696,934.5532616,8934.700818,1,1
8,93.0,7314,26436.0,760,1095.781207,9510.956104,1,0
11,92.0,7314,26436.0,684,420.5054911,9428.081682,1,1
11,92.0,7314,26436.0,699,939.8955482,9499.605859,1,0
5,91.0,7314,26436.0,718,475.0295857,10233.01804,1,0
2,92.0,7314,26436.0,683,195.8904316,9608.627477,1,0
5,92.0,7314,26436.0,682,145.9479967,9652.91701,1,1
11,98.0,7314,26436.0,724,374.7261097,10150.63379,1,0
11,91.0,7314,26436.0,707,773.1144871,10558.43903,1,1
5,90.0,7314,26436.0,679,236.3045915,9998.015884,1,0
8,97.0,7314,26436.0,669,251.3565929,9677.541125,1,1
2,100.0,7314,26436.0,708,531.1249282,10554.09147,1,1
2,91.0,7314,26436.0,700,644.4205081,9991.366904,1,1
8,90.0,7314,26436.0,984,387.4823578,9495.149215,1,0
8,91.0,7314,26436.0,707,407.3649552,9877.182472,1,0
11,100.0,7314,26436.0,707,542.2165837,10933.03834,1,1
23,90.0,7314,26436.0,975,258.7484816,9709.152457,1,1
2,85.0,7314,26436.0,975,269.801144,9689.100104,1,0
5,93.0,7314,26436.0,974,258.7484816,9709.152457,1,0
20,91.0,7314,26436.0,1078,521.7688503,9681.259224,1,1
8,91.0,7314,26436.0,975,269.801144,9689.100104,1,1
5,119.0,7314,26436.0,687,425.1955432,9287.855149,1,0
11,118.0,7314,26436.0,700,797.3038413,10082.7613,1,0
14,135.0,7314,26436.0,726,604.4256745,9574.320891,1,1
5,121.0,7314,26436.0,711,673.6886849,10146.87784,1,0
2,121.0,7314,26436.0,710,651.883525,10427.11081,1,1
20,118.0,7314,26436.0,706,459.346079,9877.144624,1,1
8,111.0,7314,26436.0,984,387.4823578,9495.149215,1,1
17,111.0,7314,26436.0,982,393.5788258,9433.355201,1,1
5,119.0,7314,26436.0,705,391.9323958,9618.382999,1,1
2,121.0,7314,26436.0,708,542.2165837,10933.03834,1,0
17,110.0,7314,26436.0,1015,720.0562959,8955.434505,1,0
5,110.0,7314,26436.0,1015,642.9612897,8915.3522,1,0
5,110.0,7314,26436.0,1014,642.9612897,8915.3522,1,0
14,110.0,7314,26436.0,963,689.8706353,8787.717233,1,1
17,110.0,7314,26436.0,960,723.8168108,8805.856023,1,1
23,110.0,7314,26436.0,976,269.801144,9689.100104,1,0
8,110.0,7314,26436.0,974,230.8444041,9696.742598,1,1
17,110.0,7314,26436.0,974,258.7484816,9709.152457,1,1
8,62.0,7314,26436.0,1064,1235.373215,10366.59927,1,1
8,67.0,7314,26436.0,696,879.7864462,9886.867238,1,1
5,68.0,7314,26436.0,705,760.3728378,9971.142073,1,0
2,67.0,7314,26436.0,688,1086.750677,9792.483079,1,1
8,67.0,7314,26436.0,693,818.326768,9985.602838,1,0
11,67.0,7314,26436.0,756,813.7191936,9928.354564,1,1
5,67.0,7314,26436.0,691,818.983751,10205.70446,1,0
8,67.0,7314,26436.0,691,818.983751,10205.70446,1,1
5,67.0,7314,26436.0,693,640.5150805,10541.15426,1,1
5,67.0,7314,26436.0,669,573.5624788,10972.81307,1,1
5,67.0,7314,26436.0,680,844.3250668,10985.37055,1,1
5,67.0,7314,26436.0,669,616.4175465,10890.53351,1,1
8,70.0,7314,26436.0,675,460.8256097,11217.6705,1,0
5,67.0,7314,26436.0,687,835.0439841,10030.05165,1,1
5,67.0,7314,26436.0,679,926.6096671,10799.82693,1,1
8,59.0,7314,26436.0,679,523.0625397,10473.08891,1,1
11,70.0,7314,26436.0,679,523.0625397,10473.08891,1,0
2,68.0,7314,26436.0,699,706.2726946,9801.287702,1,1
5,68.0,7314,26436.0,695,662.7108547,10069.81218,1,0
8,68.0,7314,26436.0,695,684.2312481,10058.87228,1,0
5,82.0,7314,26436.0,694,662.7108547,10069.81218,1,0
2,68.0,7314,26436.0,699,807.5827,9946.922585,1,0
17,68.0,7314,26436.0,699,595.0983331,9704.034958,1,0
5,67.0,7314,26436.0,1115,423.5481224,9729.271975,1,0
14,66.0,7314,26436.0,1115,383.3607537,9688.724843,1,1
2,66.0,7314,26436.0,1115,421.4282355,9716.590718,1,0
8,66.0,7314,26436.0,1115,421.4282355,9716.590718,1,1
5,68.0,7314,26436.0,710,336.8250107,9585.784046,1,0
2,60.0,7314,26436.0,779,53.92433408,9258.194338,1,0
8,68.0,7314,26436.0,715,362.0349863,8956.084158,1,0
2,68.0,7314,26436.0,708,295.2291738,9559.86318,1,1
2,67.0,7314,26436.0,732,520.1323065,8789.074153,1,1
5,73.0,7314,26436.0,667,1524.839434,10053.98141,1,1
11,65.0,7314,26436.0,652,1864.436673,9477.536271,1,1
14,65.0,7314,26436.0,652,1864.436673,9477.536271,1,1
11,65.0,7314,26436.0,627,1330.164308,9443.487836,1,0
2,65.0,7314,26436.0,628,1373.721183,9315.692264,1,0
11,66.0,7314,26436.0,740,1377.051858,9524.248535,1,1
8,75.0,7314,26436.0,751,880.4396031,8910.853331,1,0
5,68.0,7314,26436.0,1142,948.7549903,9378.990558,1,0
8,65.0,7314,26436.0,610,1107.808818,9175.300105,1,0
5,65.0,7314,26436.0,610,1107.808818,9175.300105,1,0
11,68.0,7314,26436.0,1140,1027.196336,9320.907521,1,1
2,68.0,7314,26436.0,1140,1027.196336,9320.907521,1,1
5,82.0,7314,26436.0,717,778.0906616,9375.667145,1,0
11,68.0,7314,26436.0,715,678.1234146,9262.803621,1,0
8,73.0,7314,26436.0,684,1415.088097,10157.77635,1,0
11,74.0,7314,26436.0,731,1316.101848,10323.16065,1,1
8,76.0,7314,26436.0,667,1176.347211,10446.99547,1,0
2,92.0,7314,26436.0,694,521.8448324,10235.67966,1,0
2,92.0,7314,26436.0,688,968.7183396,9871.197229,1,0
11,92.0,7314,26436.0,688,968.7183396,9871.197229,1,1
5,92.0,7314,26436.0,687,951.2593332,9960.008405,1,1
20,85.0,7314,26436.0,1011,609.4978098,11046.33992,1,1
5,92.0,7314,26436.0,1010,623.3469654,11017.53815,1,0
20,92.0,7314,26436.0,1010,623.3469654,11017.53815,1,0
5,98.0,7314,26436.0,679,770.0166052,10882.77804,1,0
8,92.0,7314,26436.0,687,991.9277016,9944.379781,1,1
11,92.0,7314,26436.0,680,991.8711126,10707.44928,1,1
2,92.0,7314,26436.0,679,1074.577505,10678.10196,1,1
8,92.0,7314,26436.0,694,264.1531811,10476.14681,1,0
8,95.0,7314,26436.0,700,807.5827,9946.922585,1,0
11,95.0,7314,26436.0,695,524.3397764,10217.86589,1,0
2,101.0,7314,26436.0,699,807.5827,9946.922585,1,0
14,92.0,7314,26436.0,693,264.1531811,10476.14681,1,0
2,86.0,7314,26436.0,1116,457.8795597,9761.072162,1,1
2,87.0,7314,26436.0,1116,383.3607537,9688.724843,1,0
14,87.0,7314,26436.0,1115,383.3607537,9688.724843,1,0
5,87.0,7314,26436.0,1115,421.4282355,9716.590718,1,0
8,87.0,7314,26436.0,1115,383.3607537,9688.724843,1,0
8,93.0,7314,26436.0,767,573.6145854,8207.328638,1,0
2,84.0,7314,26436.0,783,363.2559161,8776.520401,1,0
5,103.0,7314,26436.0,718,305.1771299,9614.007911,1,0
8,84.0,7314,26436.0,782,506.4569901,8951.059765,1,0
8,84.0,7314,26436.0,780,511.3170162,8915.495563,1,1
2,95.0,7314,26436.0,728,463.0567322,8849.731816,1,0
14,83.0,7314,26436.0,784,389.3754861,8647.733551,1,0
2,97.0,7314,26436.0,718,305.1771299,9614.007911,1,0
11,84.0,7314,26436.0,785,466.8610028,8719.79279,1,0
8,84.0,7314,26436.0,785,349.8268967,8819.69565,1,0
5,91.0,7314,26436.0,764,696.3851804,8147.396242,1,0
5,104.0,7314,26436.0,787,452.8272044,8924.820794,1,1
8,105.0,7314,26436.0,951,638.3970982,11221.28971,1,1
14,105.0,7314,26436.0,951,630.2003446,11258.31041,1,1
2,105.0,7314,26436.0,950,424.0192831,11047.99797,1,1
2,105.0,7314,26436.0,950,236.8431761,10905.16455,1,0
5,107.0,7314,26436.0,950,294.9155452,10944.21346,1,1
5,98.0,7314,26436.0,668,1524.839434,10053.98141,1,0
8,90.0,7314,26436.0,672,1055.143475,10577.49545,1,0
14,90.0,7314,26436.0,672,908.2097563,10733.89329,1,0
2,90.0,7314,26436.0,672,1055.143475,10577.49545,1,0
8,90.0,7314,26436.0,671,908.2097563,10733.89329,1,0
5,82.0,7314,26436.0,651,1243.107807,10377.4637,1,1
2,90.0,7314,26436.0,671,908.2097563,10733.89329,1,0
11,83.0,7314,26436.0,762,903.8620224,11206.56551,1,1
5,83.0,7314,26436.0,761,764.5958577,11203.23924,1,1
2,84.0,7314,26436.0,772,782.3680581,11346.28457,1,1
8,84.0,7314,26436.0,671,849.2502503,10878.53597,1,1
2,104.0,7314,26436.0,746,930.8558425,8927.62757,1,0
14,93.0,7314,26436.0,1142,1037.226306,9408.489049,1,0
8,93.0,7314,26436.0,1142,1088.280778,9372.916086,1,1
8,93.0,7314,26436.0,1142,1088.280778,9372.916086,1,0
5,93.0,7314,26436.0,1140,1088.280778,9372.916086,1,1
5,88.0,7314,26436.0,1142,1002.094447,9432.831929,1,0
5,93.0,7314,26436.0,1142,1002.094447,9432.831929,1,1
14,93.0,7314,26436.0,1140,1027.196336,9320.907521,1,1
8,93.0,7314,26436.0,1142,948.7549903,9378.990558,1,1
8,93.0,7314,26436.0,1142,1027.196336,9320.907521,1,0
11,93.0,7314,26436.0,1140,1027.196336,9320.907521,1,1
2,106.0,7314,26436.0,897,230.3171281,8304.027379,1,1
8,104.0,7314,26436.0,807,593.367989,8067.718021,1,1
17,119.0,7314,26436.0,686,520.6653164,10615.83088,1,0
17,118.0,7314,26436.0,706,959.6591885,10480.29208,1,1
14,121.0,7314,26436.0,921,826.1672412,10658.87216,1,1
5,105.0,7314,26436.0,1115,383.3607537,9688.724843,1,1
11,105.0,7314,26436.0,1115,421.4282355,9716.590718,1,0
