storey_range,floor_area_sqm,no.of bto,resale application,remaining_lease_months,Distance to nearest MRT,Distance to CBD,isMatureEstate,over_under_classification
8,92.0,13756,26436.0,1125,1812.043788,15243.73449,0,0
5,92.0,13756,26436.0,1122,1611.175862,14973.30144,0,0
11,92.0,13756,26436.0,1123,1582.876132,15014.37069,0,0
8,93.0,13756,26436.0,1146,961.4666078,14570.51715,0,0
8,92.0,13756,26436.0,1123,1579.478742,14940.98098,0,0
11,104.0,13756,26436.0,761,574.2521977,15609.77048,0,0
8,93.0,13756,26436.0,1128,1167.92046,14810.18725,0,0
5,96.0,13756,26436.0,1085,1274.577538,15380.47121,0,0
8,103.0,13756,26436.0,795,786.2712905,16891.52607,0,1
5,92.0,13756,26436.0,1126,1800.238404,15201.98923,0,0
8,92.0,13756,26436.0,1086,1294.554908,15257.15363,0,0
5,91.0,13756,26436.0,747,138.2523319,16044.78849,0,0
5,93.0,13756,26436.0,1127,1060.434777,16199.28466,0,0
2,93.0,13756,26436.0,1128,1346.940134,14942.53578,0,0
5,92.0,13756,26436.0,1084,1274.577538,15380.47121,0,0
11,93.0,13756,26436.0,1098,1427.027646,15013.47013,0,0
5,92.0,13756,26436.0,1123,883.2170268,16408.6347,0,0
11,104.0,13756,26436.0,789,624.6703757,14408.97045,0,1
11,131.0,13756,26436.0,799,732.878808,17012.21339,0,0
8,92.0,13756,26436.0,1085,1351.184997,15254.52335,0,0
8,121.0,13756,26436.0,786,879.4721065,15274.90816,0,0
5,92.0,13756,26436.0,1123,883.2170268,16408.6347,0,0
11,92.0,13756,26436.0,1126,1779.736854,15122.5036,0,1
5,121.0,13756,26436.0,759,561.4093876,16639.65578,0,0
5,96.0,13756,26436.0,1126,1060.434777,16199.28466,0,1
8,122.0,13756,26436.0,797,1125.91943,16085.0908,0,1
11,96.0,13756,26436.0,1084,1272.198576,15447.02862,0,0
14,97.0,13756,26436.0,1084,1272.198576,15447.02862,0,0
11,92.0,13756,26436.0,1124,1017.861378,16461.504,0,0
5,121.0,13756,26436.0,783,680.4256613,15380.36646,0,0
5,121.0,13756,26436.0,790,453.7046448,15310.10746,0,0
11,122.0,13756,26436.0,798,1283.957097,15674.26261,0,1
2,112.0,13756,26436.0,1125,1238.85824,16407.5463,0,0
5,122.0,13756,26436.0,797,483.9353325,14375.59601,0,0
2,112.0,13756,26436.0,1128,1346.940134,14942.53578,0,0
8,120.0,13756,26436.0,770,582.3049854,15411.95136,0,0
2,112.0,13756,26436.0,1123,883.2170268,16408.6347,0,1
11,122.0,13756,26436.0,777,386.3081083,15788.51899,0,0
5,112.0,13756,26436.0,1124,1078.832659,16637.33367,0,0
5,112.0,13756,26436.0,1128,1200.016175,14849.07822,0,0
5,112.0,13756,26436.0,1124,1078.832659,16637.33367,0,0
2,142.0,13756,26436.0,796,1211.286865,15842.48335,0,0
14,112.0,13756,26436.0,1124,1092.179355,16542.70768,0,1
14,112.0,13756,26436.0,1124,1094.932732,16408.6206,0,0
2,146.0,13756,26436.0,796,827.4520297,16095.5797,0,0
5,145.0,13756,26436.0,795,1576.506043,16059.17302,0,0
14,92.0,13756,26436.0,1098,843.4866048,15831.03791,0,1
5,142.0,13756,26436.0,773,654.5792935,15901.78014,0,1
8,146.0,13756,26436.0,761,962.9607497,17064.09975,0,0
11,113.0,13756,26436.0,1126,1043.228869,16124.86645,0,1
5,142.0,13756,26436.0,796,1203.489343,15877.72058,0,0
11,92.0,13756,26436.0,1100,812.2850907,15847.88144,0,1
11,113.0,13756,26436.0,1146,961.4666078,14570.51715,0,0
2,146.0,13756,26436.0,790,242.5851445,14619.35084,0,0
11,146.0,13756,26436.0,797,827.4520297,16095.5797,0,1
5,112.0,13756,26436.0,1099,812.2850907,15847.88144,0,1
8,164.0,13756,26436.0,844,953.1381648,15073.96022,0,1
5,164.0,13756,26436.0,844,927.9114679,15394.16735,0,1
8,164.0,13756,26436.0,843,927.9114679,15394.16735,0,1
5,64.0,13756,26436.0,759,755.5319955,16615.04748,0,0
2,74.0,13756,26436.0,801,1193.727678,15702.97846,0,0
2,64.0,13756,26436.0,792,1035.676309,16946.61582,0,0
5,74.0,13756,26436.0,734,792.7717777,16963.01243,0,0
8,67.0,13756,26436.0,752,711.715762,16711.67687,0,0
5,64.0,13756,26436.0,785,694.9195842,15956.38609,0,0
5,74.0,13756,26436.0,780,937.8518812,16945.79069,0,0
2,67.0,13756,26436.0,761,446.0114273,16371.3635,0,0
8,64.0,13756,26436.0,779,690.7022845,15548.38385,0,0
2,68.0,13756,26436.0,742,681.9508671,16220.73091,0,0
8,68.0,13756,26436.0,744,822.9186306,16088.94238,0,0
2,74.0,13756,26436.0,791,449.1736413,14661.28935,0,0
8,68.0,13756,26436.0,741,681.9508671,16220.73091,0,1
5,74.0,13756,26436.0,801,541.1174969,15375.56774,0,0
5,64.0,13756,26436.0,778,690.7022845,15548.38385,0,1
5,73.0,13756,26436.0,792,449.2419723,14881.2809,0,0
8,74.0,13756,26436.0,797,1014.557725,15967.04954,0,0
5,74.0,13756,26436.0,790,179.0163125,14971.15857,0,0
8,74.0,13756,26436.0,735,906.9705469,16866.49995,0,1
11,73.0,13756,26436.0,794,539.2616656,14865.38236,0,0
8,67.0,13756,26436.0,755,265.3979034,16358.93846,0,0
2,68.0,13756,26436.0,1128,1237.982195,14817.87275,0,0
8,84.0,13756,26436.0,794,825.4732784,16153.26937,0,0
2,84.0,13756,26436.0,796,1673.441701,15281.78784,0,0
2,72.0,13756,26436.0,746,617.6533099,16274.4889,0,0
2,84.0,13756,26436.0,797,1634.216436,15164.04137,0,0
8,73.0,13756,26436.0,791,316.9552011,14541.36427,0,0
2,74.0,13756,26436.0,755,609.0251778,16651.69235,0,0
8,67.0,13756,26436.0,1125,1743.106162,15325.16066,0,0
11,67.0,13756,26436.0,761,446.0114273,16371.3635,0,1
8,73.0,13756,26436.0,799,326.4269954,14538.9488,0,0
11,67.0,13756,26436.0,1125,1606.164519,15371.31339,0,0
5,84.0,13756,26436.0,796,1651.115181,15328.30837,0,0
5,84.0,13756,26436.0,778,874.1944818,15403.65669,0,0
2,67.0,13756,26436.0,1122,959.9039014,16513.82097,0,0
5,74.0,13756,26436.0,790,179.0163125,14971.15857,0,1
8,67.0,13756,26436.0,1096,1301.195988,15027.08527,0,0
5,65.0,13756,26436.0,780,135.9686704,14765.29081,0,1
11,67.0,13756,26436.0,754,168.9729701,16159.25778,0,0
8,67.0,13756,26436.0,1125,1750.823128,15169.54547,0,0
11,73.0,13756,26436.0,792,190.560278,14669.1024,0,1
11,84.0,13756,26436.0,762,978.7596771,17045.22449,0,0
11,67.0,13756,26436.0,1124,1104.007675,16447.90501,0,0
2,89.0,13756,26436.0,777,641.5165136,15816.8889,0,0
8,84.0,13756,26436.0,788,926.2832368,15114.59802,0,0
11,84.0,13756,26436.0,780,778.6081704,15963.13016,0,0
8,104.0,13756,26436.0,797,1296.645542,15867.65401,0,0
5,104.0,13756,26436.0,797,1121.242064,15635.02719,0,0
2,91.0,13756,26436.0,952,964.3067278,16741.7068,0,0
11,73.0,13756,26436.0,792,364.255084,14499.21055,0,1
2,89.0,13756,26436.0,778,690.7022845,15548.38385,0,0
8,74.0,13756,26436.0,787,186.159368,15003.68452,0,1
2,91.0,13756,26436.0,843,786.4961489,15165.37308,0,0
2,104.0,13756,26436.0,785,926.2832368,15114.59802,0,0
8,84.0,13756,26436.0,756,1001.913175,16760.73689,0,1
8,85.0,13756,26436.0,780,289.8289329,15020.48952,0,0
11,84.0,13756,26436.0,763,373.4392653,15861.54839,0,0
5,89.0,13756,26436.0,786,786.4619377,15828.66468,0,0
5,104.0,13756,26436.0,762,997.6292977,16699.24215,0,0
8,104.0,13756,26436.0,796,1125.91943,16085.0908,0,0
8,108.0,13756,26436.0,803,1207.406185,15664.11277,0,0
8,105.0,13756,26436.0,790,712.4863401,16090.9193,0,0
5,84.0,13756,26436.0,776,365.8329174,15924.99218,0,0
5,104.0,13756,26436.0,796,1491.309901,16032.3316,0,0
2,104.0,13756,26436.0,763,373.4392653,15861.54839,0,0
8,104.0,13756,26436.0,756,896.0732285,16716.81614,0,0
5,108.0,13756,26436.0,794,648.9871732,16294.53714,0,0
2,92.0,13756,26436.0,1124,1144.363918,16453.23625,0,0
8,83.0,13756,26436.0,783,367.8119802,14901.02207,0,1
5,91.0,13756,26436.0,744,217.274294,15961.34341,0,0
5,98.0,13756,26436.0,760,604.5274407,16466.47813,0,1
11,104.0,13756,26436.0,798,1669.08334,15243.26548,0,0
2,104.0,13756,26436.0,788,504.1816832,15336.00118,0,0
2,92.0,13756,26436.0,1084,1272.198576,15447.02862,0,0
5,104.0,13756,26436.0,795,1564.349514,15705.99273,0,1
11,104.0,13756,26436.0,796,1210.848868,16025.38612,0,1
11,98.0,13756,26436.0,756,171.6067002,16313.09908,0,0
2,104.0,13756,26436.0,787,554.2495422,14308.03252,0,1
2,92.0,13756,26436.0,1122,1042.714269,16512.01584,0,0
2,104.0,13756,26436.0,788,624.6703757,14408.97045,0,1
8,92.0,13756,26436.0,1085,1351.184997,15254.52335,0,0
5,93.0,13756,26436.0,1127,1200.016175,14849.07822,0,0
11,97.0,13756,26436.0,754,230.6155066,16317.2019,0,0
5,93.0,13756,26436.0,762,292.1540517,16261.66325,0,0
5,67.0,13756,26436.0,1098,921.2833132,15802.90431,0,1
5,92.0,13756,26436.0,1116,1581.543779,15295.69533,0,0
5,67.0,13756,26436.0,1098,921.2833132,15802.90431,0,1
5,84.0,13756,26436.0,778,259.9478993,15117.95575,0,1
5,92.0,13756,26436.0,1123,1059.603581,16285.70803,0,0
5,122.0,13756,26436.0,760,604.5274407,16466.47813,0,0
5,122.0,13756,26436.0,783,1073.043192,17332.32895,0,0
8,92.0,13756,26436.0,1121,1492.345277,14998.09313,0,0
2,121.0,13756,26436.0,760,617.8329794,16506.42146,0,0
8,103.0,13756,26436.0,780,262.8060285,14811.50146,0,0
14,92.0,13756,26436.0,1124,1132.138742,16495.84366,0,0
14,67.0,13756,26436.0,1098,869.8170627,15916.10632,0,1
2,92.0,13756,26436.0,1122,936.151884,16460.21553,0,1
8,92.0,13756,26436.0,1123,885.1404117,16357.45675,0,0
14,67.0,13756,26436.0,1098,843.4866048,15831.03791,0,1
5,96.0,13756,26436.0,1126,1060.434777,16199.28466,0,0
8,92.0,13756,26436.0,1124,1144.637944,16345.07152,0,0
14,92.0,13756,26436.0,1124,1279.560935,16356.67304,0,0
14,92.0,13756,26436.0,1125,1144.363918,16453.23625,0,0
11,92.0,13756,26436.0,1123,1094.932732,16408.6206,0,0
8,93.0,13756,26436.0,1152,859.0882475,14555.19443,0,0
14,92.0,13756,26436.0,1123,1059.603581,16285.70803,0,0
11,103.0,13756,26436.0,792,190.560278,14669.1024,0,0
11,93.0,13756,26436.0,1125,1043.228869,16124.86645,0,0
2,121.0,13756,26436.0,760,424.3401822,16545.35979,0,0
8,93.0,13756,26436.0,1152,859.0882475,14555.19443,0,0
11,92.0,13756,26436.0,1123,883.2170268,16408.6347,0,0
2,121.0,13756,26436.0,756,241.2978392,16390.16321,0,0
8,121.0,13756,26436.0,756,386.0063708,16534.3546,0,0
5,131.0,13756,26436.0,800,904.9794855,16208.9186,0,1
5,112.0,13756,26436.0,1116,1556.109696,15361.22619,0,0
11,93.0,13756,26436.0,1144,961.4666078,14570.51715,0,1
2,112.0,13756,26436.0,1123,1078.832659,16637.33367,0,1
5,122.0,13756,26436.0,796,483.9353325,14375.59601,0,0
8,121.0,13756,26436.0,777,426.6300523,15151.52324,0,0
11,112.0,13756,26436.0,1116,1585.901243,15246.63229,0,0
5,121.0,13756,26436.0,778,298.2794369,15152.9597,0,0
8,112.0,13756,26436.0,1128,1261.727243,14901.2314,0,0
5,112.0,13756,26436.0,1128,1167.92046,14810.18725,0,0
8,112.0,13756,26436.0,1127,1207.456027,14782.15866,0,0
11,112.0,13756,26436.0,1121,1579.478742,14940.98098,0,0
5,112.0,13756,26436.0,1123,1092.179355,16542.70768,0,1
8,127.0,13756,26436.0,787,124.3785527,14744.31212,0,1
8,113.0,13756,26436.0,1144,961.4666078,14570.51715,0,0
11,146.0,13756,26436.0,796,827.4520297,16095.5797,0,0
11,112.0,13756,26436.0,1123,1144.637944,16345.07152,0,1
8,112.0,13756,26436.0,1123,1017.861378,16461.504,0,1
14,112.0,13756,26436.0,1128,1167.92046,14810.18725,0,0
8,112.0,13756,26436.0,1124,1238.85824,16407.5463,0,1
11,92.0,13756,26436.0,1098,921.2833132,15802.90431,0,1
14,113.0,13756,26436.0,1145,1068.246379,14556.17341,0,0
11,113.0,13756,26436.0,1128,1200.016175,14849.07822,0,0
8,113.0,13756,26436.0,1145,961.4666078,14570.51715,0,0
5,146.0,13756,26436.0,761,962.9607497,17064.09975,0,1
5,146.0,13756,26436.0,796,1203.489343,15877.72058,0,1
11,146.0,13756,26436.0,796,827.4520297,16095.5797,0,1
11,146.0,13756,26436.0,800,1182.415251,15623.76672,0,1
11,142.0,13756,26436.0,788,473.258014,14441.34462,0,1
14,112.0,13756,26436.0,1099,921.2833132,15802.90431,0,1
8,164.0,13756,26436.0,842,841.2218949,15477.28659,0,1
8,68.0,13756,26436.0,741,681.384133,16180.1103,0,0
14,64.0,13756,26436.0,763,843.4926848,16757.36648,0,0
8,74.0,13756,26436.0,784,1082.085718,17242.82314,0,0
11,64.0,13756,26436.0,760,771.2169523,16546.7303,0,0
11,67.0,13756,26436.0,751,750.7932109,16816.12661,0,0
8,64.0,13756,26436.0,770,872.3087266,16850.60995,0,1
8,68.0,13756,26436.0,740,681.384133,16180.1103,0,1
8,67.0,13756,26436.0,765,667.703547,16461.66326,0,1
8,73.0,13756,26436.0,797,1505.69759,15955.02378,0,0
5,67.0,13756,26436.0,762,406.1413396,16464.54357,0,0
2,67.0,13756,26436.0,760,406.1413396,16464.54357,0,1
2,67.0,13756,26436.0,750,374.90989,16112.46593,0,1
11,84.0,13756,26436.0,796,1669.08334,15243.26548,0,0
5,67.0,13756,26436.0,764,667.703547,16461.66326,0,1
11,84.0,13756,26436.0,779,698.288839,15103.61053,0,0
5,67.0,13756,26436.0,755,171.6067002,16313.09908,0,1
5,67.0,13756,26436.0,1123,1095.554886,16275.82234,0,0
5,84.0,13756,26436.0,797,1669.08334,15243.26548,0,0
8,67.0,13756,26436.0,759,320.6048547,16225.56338,0,1
5,84.0,13756,26436.0,760,830.9888583,16633.95984,0,0
5,84.0,13756,26436.0,783,724.887955,15318.95907,0,0
11,84.0,13756,26436.0,787,675.7051326,17067.4614,0,0
8,67.0,13756,26436.0,760,292.1540517,16261.66325,0,1
2,84.0,13756,26436.0,771,495.6664455,15166.48858,0,0
8,84.0,13756,26436.0,797,1639.439096,15202.48132,0,0
2,90.0,13756,26436.0,754,896.8847862,16671.36758,0,0
11,73.0,13756,26436.0,797,326.4269954,14538.9488,0,1
5,84.0,13756,26436.0,759,751.3722442,15911.9647,0,0
2,104.0,13756,26436.0,797,1669.08334,15243.26548,0,0
8,84.0,13756,26436.0,786,702.2392611,14951.9001,0,0
11,105.0,13756,26436.0,756,1059.053353,16705.51652,0,0
8,84.0,13756,26436.0,767,821.879735,16713.73536,0,0
8,74.0,13756,26436.0,789,431.0688746,14705.00523,0,1
11,67.0,13756,26436.0,1123,1279.560935,16356.67304,0,0
11,84.0,13756,26436.0,762,501.9933562,15681.98139,0,0
11,82.0,13756,26436.0,764,213.1690667,16209.15976,0,0
8,86.0,13756,26436.0,799,904.9794855,16208.9186,0,1
11,84.0,13756,26436.0,761,404.7727854,15826.27483,0,0
2,108.0,13756,26436.0,788,611.0344118,16281.08812,0,0
11,104.0,13756,26436.0,808,1465.596445,15995.26678,0,0
8,93.0,13756,26436.0,749,514.9670151,16524.63449,0,0
5,67.0,13756,26436.0,1097,848.205553,15869.07394,0,0
5,121.0,13756,26436.0,786,683.0754255,17042.96103,0,0
5,92.0,13756,26436.0,1115,1585.901243,15246.63229,0,0
11,105.0,13756,26436.0,762,1137.156687,17216.67326,0,1
2,122.0,13756,26436.0,796,1332.144778,15720.94762,0,0
2,104.0,13756,26436.0,791,682.691462,14331.16366,0,1
5,93.0,13756,26436.0,1095,1301.195988,15027.08527,0,0
2,93.0,13756,26436.0,1127,1167.92046,14810.18725,0,0
5,104.0,13756,26436.0,771,495.6664455,15166.48858,0,0
8,92.0,13756,26436.0,1120,1579.478742,14940.98098,0,0
8,93.0,13756,26436.0,1096,1313.474751,15069.91003,0,0
8,92.0,13756,26436.0,1124,1779.736854,15122.5036,0,0
2,92.0,13756,26436.0,1114,1452.051505,15360.2327,0,1
11,91.0,13756,26436.0,744,266.0147855,15924.00937,0,0
11,92.0,13756,26436.0,1123,1322.584934,16391.43704,0,0
14,92.0,13756,26436.0,1124,1779.736854,15122.5036,0,0
5,92.0,13756,26436.0,1123,1238.85824,16407.5463,0,0
2,93.0,13756,26436.0,1143,961.4666078,14570.51715,0,0
11,92.0,13756,26436.0,1123,1779.736854,15122.5036,0,0
11,93.0,13756,26436.0,1127,1237.982195,14817.87275,0,0
5,93.0,13756,26436.0,1144,1068.246379,14556.17341,0,0
2,121.0,13756,26436.0,786,753.620572,15045.34268,0,0
11,92.0,13756,26436.0,1084,1351.184997,15254.52335,0,0
8,92.0,13756,26436.0,1114,1585.901243,15246.63229,0,0
11,92.0,13756,26436.0,1123,1132.138742,16495.84366,0,0
8,93.0,13756,26436.0,1143,961.4666078,14570.51715,0,0
11,93.0,13756,26436.0,1127,1167.92046,14810.18725,0,0
8,122.0,13756,26436.0,796,948.4488247,16190.41716,0,1
5,112.0,13756,26436.0,1114,1556.109696,15361.22619,0,0
5,112.0,13756,26436.0,1115,1585.901243,15246.63229,0,0
11,122.0,13756,26436.0,787,611.0344118,16281.08812,0,1
2,112.0,13756,26436.0,1122,1092.179355,16542.70768,0,1
5,113.0,13756,26436.0,1127,1268.419323,14945.91155,0,0
2,121.0,13756,26436.0,788,421.973158,15247.49669,0,1
8,112.0,13756,26436.0,1123,1238.85824,16407.5463,0,0
8,112.0,13756,26436.0,1121,1512.299411,14920.13855,0,0
8,92.0,13756,26436.0,1097,848.205553,15869.07394,0,0
14,112.0,13756,26436.0,1122,1238.85824,16407.5463,0,0
8,112.0,13756,26436.0,1123,1049.880625,16338.33353,0,1
14,112.0,13756,26436.0,1123,1144.637944,16345.07152,0,1
14,113.0,13756,26436.0,1143,1068.246379,14556.17341,0,0
8,113.0,13756,26436.0,1124,1060.434777,16199.28466,0,1
11,92.0,13756,26436.0,1097,848.205553,15869.07394,0,1
5,142.0,13756,26436.0,794,1581.912498,15974.00991,0,1
11,92.0,13756,26436.0,1097,843.4866048,15831.03791,0,1
11,92.0,13756,26436.0,1097,843.4866048,15831.03791,0,1
8,142.0,13756,26436.0,797,1634.277131,15683.33046,0,0
11,142.0,13756,26436.0,794,896.8230259,16116.86365,0,0
2,146.0,13756,26436.0,795,1035.784351,16027.06696,0,1
11,92.0,13756,26436.0,1097,843.4866048,15831.03791,0,1
11,146.0,13756,26436.0,768,679.0335192,15851.60425,0,1
8,68.0,13756,26436.0,756,667.9137759,16756.15012,0,0
5,64.0,13756,26436.0,778,778.6081704,15963.13016,0,0
5,68.0,13756,26436.0,743,814.7564642,16167.99874,0,0
5,64.0,13756,26436.0,768,810.7269363,16824.24902,0,0
2,64.0,13756,26436.0,777,690.7022845,15548.38385,0,0
5,74.0,13756,26436.0,800,1193.727678,15702.97846,0,0
2,64.0,13756,26436.0,791,1035.676309,16946.61582,0,1
11,74.0,13756,26436.0,800,1193.727678,15702.97846,0,0
2,74.0,13756,26436.0,770,1049.261259,17013.62917,0,1
8,67.0,13756,26436.0,720,824.0318349,16660.02384,0,0
8,74.0,13756,26436.0,732,792.7717777,16963.01243,0,0
2,68.0,13756,26436.0,748,514.9670151,16524.63449,0,1
11,73.0,13756,26436.0,789,449.347784,14839.60338,0,0
8,74.0,13756,26436.0,752,640.5301261,16690.79959,0,0
5,84.0,13756,26436.0,783,910.5328022,15370.88646,0,0
5,67.0,13756,26436.0,751,711.715762,16711.67687,0,1
5,67.0,13756,26436.0,753,422.738487,16148.97332,0,1
2,67.0,13756,26436.0,744,875.7276204,16194.21089,0,1
11,73.0,13756,26436.0,802,1360.835755,15849.29565,0,1
5,84.0,13756,26436.0,760,840.1937714,16807.88161,0,0
2,89.0,13756,26436.0,776,644.7879154,15496.36613,0,0
11,73.0,13756,26436.0,789,316.9552011,14541.36427,0,0
5,68.0,13756,26436.0,751,579.6388791,16384.19023,0,1
5,84.0,13756,26436.0,760,1000.6669,17110.1973,0,0
11,67.0,13756,26436.0,1123,1716.756293,15372.70102,0,0
8,68.0,13756,26436.0,1126,1346.940134,14942.53578,0,0
2,67.0,13756,26436.0,1095,1313.474751,15069.91003,0,0
8,84.0,13756,26436.0,760,766.8472796,15877.00048,0,0
2,104.0,13756,26436.0,795,948.4488247,16190.41716,0,0
5,92.0,13756,26436.0,950,988.526704,16711.85868,0,0
8,84.0,13756,26436.0,785,702.2392611,14951.9001,0,1
11,85.0,13756,26436.0,784,834.2458802,15048.21417,0,0
5,67.0,13756,26436.0,756,372.3906432,16250.98392,0,1
11,104.0,13756,26436.0,759,975.6545228,17244.38468,0,0
2,104.0,13756,26436.0,764,1006.828456,17030.23731,0,1
2,104.0,13756,26436.0,798,1532.957133,15780.45684,0,1
8,93.0,13756,26436.0,749,374.90989,16112.46593,0,0
2,92.0,13756,26436.0,1114,1585.901243,15246.63229,0,0
11,105.0,13756,26436.0,758,995.8038899,16727.50976,0,1
8,91.0,13756,26436.0,751,579.6388791,16384.19023,0,1
2,109.0,13756,26436.0,794,629.5662048,14737.57917,0,0
2,67.0,13756,26436.0,1096,843.4866048,15831.03791,0,0
2,122.0,13756,26436.0,780,1087.242304,17059.3771,0,0
2,92.0,13756,26436.0,1123,1779.736854,15122.5036,0,0
2,91.0,13756,26436.0,744,138.2523319,16044.78849,0,0
2,96.0,13756,26436.0,1083,1294.554908,15257.15363,0,0
8,67.0,13756,26436.0,1097,921.2833132,15802.90431,0,1
5,92.0,13756,26436.0,1122,1095.554886,16275.82234,0,0
2,92.0,13756,26436.0,1126,1237.982195,14817.87275,0,0
2,93.0,13756,26436.0,1143,968.8671974,14420.5231,0,0
5,92.0,13756,26436.0,1082,1334.004927,15360.21248,0,0
5,98.0,13756,26436.0,756,368.8527903,16337.61379,0,1
8,104.0,13756,26436.0,795,766.5833626,14822.61468,0,1
5,104.0,13756,26436.0,789,409.9656492,14594.48203,0,0
14,93.0,13756,26436.0,1124,1060.434777,16199.28466,0,0
5,93.0,13756,26436.0,1143,961.4666078,14570.51715,0,0
5,93.0,13756,26436.0,1126,1167.92046,14810.18725,0,0
11,91.0,13756,26436.0,752,289.600288,16136.74159,0,0
11,92.0,13756,26436.0,1083,1276.765135,15317.39092,0,0
8,92.0,13756,26436.0,1121,1092.179355,16542.70768,0,0
11,93.0,13756,26436.0,1124,1043.228869,16124.86645,0,0
11,67.0,13756,26436.0,1096,869.8170627,15916.10632,0,1
8,67.0,13756,26436.0,1096,921.2833132,15802.90431,0,1
5,105.0,13756,26436.0,789,283.6803649,14968.00307,0,1
5,93.0,13756,26436.0,1151,859.0882475,14555.19443,0,0
11,93.0,13756,26436.0,1125,1346.940134,14942.53578,0,0
8,92.0,13756,26436.0,1121,885.1404117,16357.45675,0,0
2,93.0,13756,26436.0,1151,859.0882475,14555.19443,0,1
5,92.0,13756,26436.0,1121,978.1934572,16401.13328,0,1
8,93.0,13756,26436.0,1143,968.8671974,14420.5231,0,0
8,93.0,13756,26436.0,1143,1068.246379,14556.17341,0,0
2,112.0,13756,26436.0,1114,1585.901243,15246.63229,0,0
8,96.0,13756,26436.0,1124,1097.889422,16158.66439,0,0
14,92.0,13756,26436.0,1123,1812.043788,15243.73449,0,1
8,120.0,13756,26436.0,783,879.4721065,15274.90816,0,1
2,121.0,13756,26436.0,780,308.4014488,14831.86348,0,0
14,92.0,13756,26436.0,1121,883.2170268,16408.6347,0,1
14,110.0,13756,26436.0,950,988.526704,16711.85868,0,1
5,112.0,13756,26436.0,1114,1452.051505,15360.2327,0,0
11,121.0,13756,26436.0,756,424.3401822,16545.35979,0,1
11,126.0,13756,26436.0,756,561.4093876,16639.65578,0,1
8,121.0,13756,26436.0,779,289.8289329,15020.48952,0,0
8,112.0,13756,26436.0,1114,1452.051505,15360.2327,0,0
11,121.0,13756,26436.0,790,416.6053679,15272.38786,0,1
11,125.0,13756,26436.0,758,368.8527903,16337.61379,0,1
8,112.0,13756,26436.0,1120,1492.345277,14998.09313,0,0
2,121.0,13756,26436.0,795,483.9353325,14375.59601,0,1
5,142.0,13756,26436.0,770,654.5792935,15901.78014,0,0
5,92.0,13756,26436.0,1096,729.1362174,15861.76729,0,1
11,113.0,13756,26436.0,1126,1261.727243,14901.2314,0,0
2,152.0,13756,26436.0,759,962.9607497,17064.09975,0,0
8,113.0,13756,26436.0,1143,1068.246379,14556.17341,0,0
2,146.0,13756,26436.0,784,661.0353241,15234.07761,0,0
11,113.0,13756,26436.0,1143,961.4666078,14570.51715,0,0
8,142.0,13756,26436.0,794,1211.286865,15842.48335,0,0
11,112.0,13756,26436.0,1126,1268.419323,14945.91155,0,0
2,146.0,13756,26436.0,792,1365.944822,16072.0427,0,0
8,92.0,13756,26436.0,1096,843.4866048,15831.03791,0,1
8,113.0,13756,26436.0,1143,961.4666078,14570.51715,0,0
14,92.0,13756,26436.0,1096,812.2850907,15847.88144,0,1
2,112.0,13756,26436.0,1096,848.205553,15869.07394,0,1
11,113.0,13756,26436.0,1150,799.1887232,14612.72781,0,0
2,154.0,13756,26436.0,794,1106.799108,15696.71346,0,0
5,146.0,13756,26436.0,788,242.5851445,14619.35084,0,1
8,164.0,13756,26436.0,840,953.1381648,15073.96022,0,1
2,181.0,13756,26436.0,839,953.1381648,15073.96022,0,1
2,64.0,13756,26436.0,784,694.9195842,15956.38609,0,0
2,77.0,13756,26436.0,732,906.9705469,16866.49995,0,0
5,64.0,13756,26436.0,765,821.879735,16713.73536,0,0
5,73.0,13756,26436.0,802,1360.835755,15849.29565,0,0
2,74.0,13756,26436.0,792,708.3153568,14756.26659,0,0
2,67.0,13756,26436.0,743,875.7276204,16194.21089,0,1
5,67.0,13756,26436.0,752,437.8231808,16188.71185,0,0
5,77.0,13756,26436.0,732,860.671096,16931.94515,0,0
2,88.0,13756,26436.0,789,860.0321888,15999.89762,0,0
2,65.0,13756,26436.0,777,454.1497289,15711.56468,0,0
5,74.0,13756,26436.0,780,1082.085718,17242.82314,0,0
11,67.0,13756,26436.0,747,704.4018428,16669.97542,0,1
2,67.0,13756,26436.0,753,310.3490897,16325.59406,0,0
5,68.0,13756,26436.0,744,215.9240267,16039.98343,0,0
5,68.0,13756,26436.0,742,817.4275924,16129.20553,0,1
5,68.0,13756,26436.0,755,667.9137759,16756.15012,0,1
8,64.0,13756,26436.0,759,771.2169523,16546.7303,0,1
2,67.0,13756,26436.0,1094,1313.474751,15069.91003,0,0
8,82.0,13756,26436.0,739,708.1750341,16261.55186,0,0
11,67.0,13756,26436.0,760,632.4635866,16662.26506,0,1
5,74.0,13756,26436.0,752,640.5301261,16690.79959,0,1
5,67.0,13756,26436.0,762,602.5696169,16736.99742,0,1
8,74.0,13756,26436.0,798,1136.783433,16008.80586,0,1
11,67.0,13756,26436.0,753,326.1671136,16266.85744,0,0
5,84.0,13756,26436.0,787,773.3513872,16975.84561,0,0
2,64.0,13756,26436.0,772,184.1029939,14783.45889,0,1
8,68.0,13756,26436.0,748,544.226273,16452.64041,0,1
5,82.0,13756,26436.0,739,708.1750341,16261.55186,0,0
11,64.0,13756,26436.0,776,690.7022845,15548.38385,0,1
11,68.0,13756,26436.0,746,514.9670151,16524.63449,0,1
